Michigan, Average Temperature, January-March
Units: Degrees Fahrenheit
Missing: -9999
Date,Value
199903,25.2
200003,28.2
200103,25.0
200203,27.4
200303,20.8
200403,23.8
200503,23.5
200603,28.3
200703,24.7
200803,22.7
200903,22.4
201003,27.3
201103,22.3
201203,32.7
201303,23.9
