Arizona, Average Temperature, January-March
Units: Degrees Fahrenheit
Missing: -9999
Date,Value
199903,48.8
200003,48.2
200103,45.4
200203,46.1
200303,48.3
200403,47.7
200503,47.1
200603,46.7
200703,46.7
200803,45.6
200903,48.1
201003,45.2
201103,45.5
201203,47.5
201303,45.2
