North Carolina, Average Temperature, January-March
Units: Degrees Fahrenheit
Missing: -9999
Date,Value
199903,45.5
200003,45.9
200103,44.3
200203,46.0
200303,43.5
200403,43.4
200503,44.7
200603,46.2
200703,45.7
200803,45.8
200903,43.6
201003,41.0
201103,44.2
201203,49.5
201303,43.3
