California, Average Temperature, January-March
Units: Degrees Fahrenheit
Missing: -9999
Date,Value
199903,45.8
200003,47.7
200103,46.0
200203,46.4
200303,49.0
200403,48.2
200503,47.4
200603,45.4
200703,47.6
200803,45.7
200903,47.1
201003,47.0
201103,45.8
201203,47.3
201303,47.1
