South Carolina, Average Temperature, January-March
Units: Degrees Fahrenheit
Missing: -9999
Date,Value
199903,50.0
200003,50.3
200103,49.0
200203,50.3
200303,48.4
200403,48.1
200503,49.4
200603,50.5
200703,50.7
200803,49.8
200903,48.4
201003,44.7
201103,48.9
201203,54.1
201303,48.4
