Arkansas, Average Temperature, January-March
Units: Degrees Fahrenheit
Missing: -9999
Date,Value
199903,47.1
200003,48.6
200103,43.5
200203,44.2
200303,42.7
200403,45.8
200503,47.5
200603,47.2
200703,46.8
200803,44.8
200903,46.1
201003,41.2
201103,44.7
201203,51.3
201303,44.0
