Wyoming, Average Temperature, January-March
Units: Degrees Fahrenheit
Missing: -9999
Date,Value
199903,29.0
200003,28.9
200103,24.4
200203,22.6
200303,26.7
200403,26.9
200503,27.9
200603,26.2
200703,26.3
200803,22.7
200903,27.0
201003,26.0
201103,23.4
201203,29.1
201303,24.6
