Idaho, Average Temperature, January-March
Units: Degrees Fahrenheit
Missing: -9999
Date,Value
199903,29.3
200003,30.7
200103,28.2
200203,25.7
200303,31.6
200403,29.5
200503,30.3
200603,28.2
200703,30.2
200803,25.9
200903,28.0
201003,30.8
201103,27.2
201203,30.4
201303,27.6
