Nebraska, Average Temperature, January-March
Units: Degrees Fahrenheit
Missing: -9999
Date,Value
199903,34.2
200003,35.2
200103,28.4
200203,30.5
200303,30.2
200403,31.1
200503,32.3
200603,34.0
200703,30.1
200803,28.3
200903,31.6
201003,28.3
201103,27.3
201203,36.8
201303,29.7
