Ohio, Average Temperature, January-March
Units: Degrees Fahrenheit
Missing: -9999
Date,Value
199903,32.8
200003,35.6
200103,32.6
200203,36.1
200303,29.3
200403,32.1
200503,32.5
200603,36.4
200703,32.1
200803,31.4
200903,31.5
201003,31.0
201103,31.2
201203,39.8
201303,31.6
