Colorado, Average Temperature, January-March
Units: Degrees Fahrenheit
Missing: -9999
Date,Value
199903,34.1
200003,33.3
200103,29.7
200203,28.2
200303,31.5
200403,31.5
200503,32.2
200603,30.9
200703,29.2
200803,27.5
200903,32.5
201003,28.6
201103,28.6
201203,32.9
201303,27.9
