D.C., Average Temperature, January-March
Units: Degrees Fahrenheit
Missing: -9999
Date,Value
199903,37.9
200003,39.8
200103,37.0
200203,41.1
200303,34.3
200403,36.3
200503,37.7
200603,41.2
200703,38.0
200803,39.6
200903,37.1
201003,37.9
201103,37.4
201203,44.3
201303,37.6
