Virginia, Average Temperature, January-March
Units: Degrees Fahrenheit
Missing: -9999
Date,Value
199903,40.4
200003,41.7
200103,39.2
200203,42.0
200303,38.0
200403,38.7
200503,39.7
200603,42.0
200703,40.3
200803,41.0
200903,38.9
201003,37.3
201103,39.7
201203,45.3
201303,38.5
