Maine, Average Temperature, January-March
Units: Degrees Fahrenheit
Missing: -9999
Date,Value
199903,22.2
200003,21.6
200103,18.1
200203,22.8
200303,15.2
200403,17.7
200503,18.7
200603,23.5
200703,18.2
200803,20.1
200903,17.7
201003,26.5
201103,19.6
201203,24.6
201303,22.1
