Minnesota, Average Temperature, January-March
Units: Degrees Fahrenheit
Missing: -9999
Date,Value
199903,20.4
200003,23.2
200103,15.6
200203,20.5
200303,15.3
200403,17.6
200503,18.0
200603,22.1
200703,18.0
200803,13.8
200903,14.4
201003,19.2
201103,13.9
201203,27.5
201303,15.0
