Delaware, Average Temperature, January-March
Units: Degrees Fahrenheit
Missing: -9999
Date,Value
199903,39.5
200003,40.4
200103,37.6
200203,42.4
200303,35.6
200403,37.0
200503,37.0
200603,41.3
200703,38.3
200803,40.5
200903,37.5
201003,37.6
201103,37.7
201203,44.3
201303,37.9
