Iowa, Average Temperature, January-March
Units: Degrees Fahrenheit
Missing: -9999
Date,Value
199903,28.7
200003,32.4
200103,23.0
200203,29.8
200303,24.9
200403,27.1
200503,28.7
200603,31.3
200703,26.3
200803,22.1
200903,25.7
201003,23.1
201103,24.2
201203,35.9
201303,25.1
