Tennessee, Average Temperature, January-March
Units: Degrees Fahrenheit
Missing: -9999
Date,Value
199903,43.8
200003,45.2
200103,41.2
200203,43.0
200303,40.7
200403,43.0
200503,44.7
200603,44.4
200703,44.2
200803,42.5
200903,42.6
201003,37.9
201103,42.5
201203,48.9
201303,41.5
