New York, Average Temperature, January-March
Units: Degrees Fahrenheit
Missing: -9999
Date,Value
199903,26.0
200003,27.7
200103,25.0
200203,30.5
200303,21.5
200403,23.1
200503,23.4
200603,28.8
200703,23.9
200803,26.2
200903,24.3
201003,28.0
201103,23.8
201203,33.1
201303,26.1
