Texas, Average Temperature, January-March
Units: Degrees Fahrenheit
Missing: -9999
Date,Value
199903,54.8
200003,56.4
200103,49.7
200203,50.4
200303,50.6
200403,52.7
200503,53.0
200603,54.8
200703,51.3
200803,52.6
200903,54.3
201003,47.7
201103,51.8
201203,55.2
201303,52.3
