Kansas, Average Temperature, January-March
Units: Degrees Fahrenheit
Missing: -9999
Date,Value
199903,39.1
200003,40.2
200103,34.2
200203,36.3
200303,35.8
200403,37.1
200503,37.9
200603,40.5
200703,36.4
200803,35.2
200903,38.5
201003,33.8
201103,33.9
201203,42.9
201303,35.4
