Florida, Average Temperature, January-March
Units: Degrees Fahrenheit
Missing: -9999
Date,Value
199903,61.7
200003,62.2
200103,60.8
200203,61.8
200303,61.1
200403,60.6
200503,61.3
200603,61.3
200703,61.9
200803,62.0
200903,60.0
201003,54.7
201103,61.1
201203,64.6
201303,61.6
