West Virginia, Average Temperature, January-March
Units: Degrees Fahrenheit
Missing: -9999
Date,Value
199903,35.9
200003,38.2
200103,34.9
200203,38.2
200303,33.7
200403,35.1
200503,36.0
200603,37.9
200703,35.4
200803,35.8
200903,35.1
201003,32.8
201103,35.5
201203,41.7
201303,34.2
