Illinois, Average Temperature, January-March
Units: Degrees Fahrenheit
Missing: -9999
Date,Value
199903,33.6
200003,37.0
200103,31.2
200203,35.3
200303,30.3
200403,33.4
200503,34.7
200603,36.9
200703,33.3
200803,30.6
200903,32.2
201003,30.3
201103,31.5
201203,41.1
201303,31.1
