Missouri, Average Temperature, January-March
Units: Degrees Fahrenheit
Missing: -9999
Date,Value
199903,38.4
200003,41.1
200103,34.6
200203,37.6
200303,34.4
200403,37.1
200503,38.9
200603,40.5
200703,38.0
200803,35.0
200903,37.5
201003,33.0
201103,35.0
201203,44.8
201303,35.5
