New Mexico, Average Temperature, January-March
Units: Degrees Fahrenheit
Missing: -9999
Date,Value
199903,42.9
200003,42.8
200103,38.5
200203,38.9
200303,41.3
200403,40.4
200503,41.0
200603,41.2
200703,39.2
200803,39.0
200903,42.3
201003,37.3
201103,39.3
201203,41.5
201303,38.2
