South Dakota, Average Temperature, January-March
Units: Degrees Fahrenheit
Missing: -9999
Date,Value
199903,29.1
200003,30.2
200103,21.6
200203,25.3
200303,23.6
200403,25.8
200503,27.0
200603,29.3
200703,25.2
200803,22.6
200903,23.4
201003,21.9
201103,18.9
201203,32.7
201303,23.8
