Montana, Average Temperature, January-March
Units: Degrees Fahrenheit
Missing: -9999
Date,Value
199903,29.2
200003,28.2
200103,25.0
200203,23.0
200303,25.3
200403,26.2
200503,27.2
200603,28.5
200703,27.6
200803,24.5
200903,24.8
201003,26.0
201103,21.4
201203,29.8
201303,26.6
