New Hampshire, Average Temperature, January-March
Units: Degrees Fahrenheit
Missing: -9999
Date,Value
199903,24.9
200003,25.1
200103,22.1
200203,27.5
200303,18.7
200403,21.1
200503,21.7
200603,26.3
200703,21.5
200803,23.9
200903,21.4
201003,27.8
201103,21.6
201203,29.5
201303,24.7
