Connecticut, Average Temperature, January-March
Units: Degrees Fahrenheit
Missing: -9999
Date,Value
199903,32.2
200003,32.6
200103,29.8
200203,35.3
200303,27.1
200403,28.4
200503,28.8
200603,33.3
200703,29.9
200803,32.0
200903,29.3
201003,33.3
201103,29.1
201203,37.5
201303,31.3
