Mississippi, Average Temperature, January-March
Units: Degrees Fahrenheit
Missing: -9999
Date,Value
199903,52.3
200003,53.4
200103,48.4
200203,49.5
200303,47.9
200403,50.1
200503,51.9
200603,51.5
200703,51.2
200803,50.0
200903,51.1
201003,44.5
201103,49.9
201203,56.1
201303,49.5
