Indiana, Average Temperature, January-March
Units: Degrees Fahrenheit
Missing: -9999
Date,Value
199903,33.4
200003,36.3
200103,32.5
200203,35.9
200303,29.8
200403,32.9
200503,34.0
200603,37.2
200703,33.1
200803,31.5
200903,32.6
201003,31.1
201103,32.2
201203,40.9
201303,31.6
