Washington, Average Temperature, January-March
Units: Degrees Fahrenheit
Missing: -9999
Date,Value
199903,36.0
200003,34.9
200103,34.7
200203,34.3
200303,37.5
200403,35.9
200503,36.7
200603,35.8
200703,35.2
200803,33.3
200903,32.8
201003,38.6
201103,33.9
201203,34.3
201303,34.9
